productId,title,price,sellerId,Created_at
67183204fc13ae43ba22d1c9,"Abscess of eyelid left eye, unspecified eyelid",$68.17,ipatriav,4/7/2024
67183204fc13ae43ba22d1ca,"Toxic effect of venom of brown recluse spider, acc, sequela",$47.17,cstanderingw,6/24/2024
67183204fc13ae43ba22d1cb,Dx and monitoring physical medicine devices assoc w incdt,$36.50,reatttokx,12/9/2023
67183204fc13ae43ba22d1cc,"Anaphylactic reaction due to tree nuts and seeds, subs",$85.97,mpoveley,11/21/2023
67183204fc13ae43ba22d1cd,Other specified mosquito-borne viral fevers,$43.92,ntarbathz,7/16/2024
67183204fc13ae43ba22d1ce,Abscess of salivary gland,$41.92,palstead10,1/27/2024
67183204fc13ae43ba22d1cf,"Burn third degree of single r finger except thumb, subs",$3.33,glowater11,5/8/2024
67183204fc13ae43ba22d1d0,"Burn of unspecified degree of unspecified thigh, subs encntr",$70.61,aklesse12,7/26/2024
67183204fc13ae43ba22d1d1,"Oth disorders of kidney and ureter, not elsewhere classified",$27.11,singrem13,12/22/2023
67183204fc13ae43ba22d1d2,Other osteonecrosis of left radius,$99.95,lkeat14,10/25/2023
67183204fc13ae43ba22d1d3,"Nondisp fx of less trochanter of r femr, 7thQ",$74.60,rmccartney15,4/22/2024
67183204fc13ae43ba22d1d4,"Struck by falling object on unspecified watercraft, sequela",$1.03,mferraretto16,10/13/2024
67183204fc13ae43ba22d1d5,"Torus fx lower end of left femur, subs for fx w routn heal",$59.14,gkittredge17,1/8/2024
67183204fc13ae43ba22d1d6,"Laceration w fb of left eyelid and periocular area, init",$3.77,joakenfall18,7/12/2024
67183204fc13ae43ba22d1d7,"Nondisp seg fx shaft of l fibula, 7thP",$56.05,socarran19,10/8/2024
67183204fc13ae43ba22d1d8,Complications of other reattached body part,$51.46,fpulman1a,8/22/2024
67183204fc13ae43ba22d1d9,"Corrosion of 3rd deg mu fingers (nail), not including thumb",$49.53,cannes1b,6/11/2024
67183204fc13ae43ba22d1da,"Diabetes with mild nonp rtnop without macular edema, bi",$12.90,ccrowcum1c,12/22/2023
67183204fc13ae43ba22d1db,Chronic embolism and thrombosis of deep veins of up extrem,$76.20,rreasun1d,9/4/2024
67183204fc13ae43ba22d1dc,Athscl unsp type bypass graft(s) of extremity w ulceration,$31.82,jsturney1e,4/7/2024
67183204fc13ae43ba22d1dd,Accidental pnctr & lac of eye and adnexa during a procedure,$35.66,myokley1f,6/5/2024
67183204fc13ae43ba22d1de,"Corrosion of unspecified degree of left upper arm, sequela",$22.31,fthurman1g,5/24/2024
67183204fc13ae43ba22d1df,"Laceration of bronchus, unilateral, subsequent encounter",$5.98,cnanuccioi1h,2/14/2024
67183204fc13ae43ba22d1e0,"Nondisp fx of prox phalanx of unsp great toe, 7thG",$24.13,ggrisley1i,12/27/2023
67183204fc13ae43ba22d1e1,"Strain extn musc/fasc/tend fngr,unsp fngr at forarm lv, sqla",$31.74,kosban1j,1/23/2024
67183204fc13ae43ba22d1e2,"Radiodermatitis, unspecified",$66.29,mbaruch1k,5/9/2024
67183204fc13ae43ba22d1e3,"Sprain of tarsometatarsal ligament of left foot, sequela",$15.17,ldiben1l,5/17/2024
67183204fc13ae43ba22d1e4,"Oth fx head/neck of r femr, 7thF",$98.76,cpethrick1m,7/31/2024
67183204fc13ae43ba22d1e5,"Legal intervnt involving baton, bystander injured, sequela",$40.11,hwinkworth1n,2/27/2024
67183204fc13ae43ba22d1e6,Longitudinal reduction defect of fibula,$30.12,salebrooke1o,10/15/2024
67183204fc13ae43ba22d1e7,"Blister (nonthermal), right lesser toe(s)",$16.69,twavish1p,7/4/2024
67183204fc13ae43ba22d1e8,"Disp fx of less trochanter of unsp femr, 7thC",$48.07,oemtage1q,4/29/2024
67183204fc13ae43ba22d1e9,"Malar fracture, unspecified side, sequela",$11.90,ccosser1r,8/10/2024
67183204fc13ae43ba22d1ea,"Secondary carcinoid tumors, unspecified site",$75.54,rgovenlock1s,5/25/2024
67183204fc13ae43ba22d1eb,"Complete traumatic MCP amputation of l mid finger, sequela",$80.19,jbeine1t,6/11/2024
67183204fc13ae43ba22d1ec,"Alcohol use, unspecified with alcohol-induced mood disorder",$77.63,ascarsbrooke1u,6/5/2024
67183204fc13ae43ba22d1ed,"Disp fx of dist phalanx of right great toe, init for opn fx",$49.42,sdineges1v,3/15/2024
67183204fc13ae43ba22d1ee,"Maternal care for anti-D antibodies, first tri, fetus 1",$88.52,jvaggers1w,7/16/2024
67183204fc13ae43ba22d1ef,"Toxic effect of carb monx from unsp source, acc, init",$24.99,ocherryholme1x,8/23/2024
67183204fc13ae43ba22d1f0,"Laceration of unspecified tibial artery, right leg, sequela",$24.01,mcosson1y,3/29/2024
67183204fc13ae43ba22d1f1,"Posterior corneal pigmentations, left eye",$16.25,mcraft1z,12/28/2023
67183204fc13ae43ba22d1f2,"Unsp glider (nonpowered) accident injuring occupant, init",$2.26,cratnege20,9/1/2024
67183204fc13ae43ba22d1f3,"Periodic headache syndromes in child or adult, intractable",$64.48,abucher21,3/31/2024
67183204fc13ae43ba22d1f4,"Kaschin-Beck disease, right elbow",$65.27,hgouda22,11/19/2023
67183204fc13ae43ba22d1f5,"Fourth [trochlear] nerve palsy, unspecified eye",$80.89,gkettoe23,1/29/2024
67183204fc13ae43ba22d1f6,Recurrent acute iridocyclitis,$70.61,vrosetti24,10/28/2023
67183204fc13ae43ba22d1f7,"Drown due to fall/jump fr burning merchant ship, sequela",$35.82,wwreath25,10/20/2024
67183204fc13ae43ba22d1f8,"Underdosing of antiepileptic and sed-hypntc drugs, subs",$6.97,klethbrig26,11/9/2023
67183204fc13ae43ba22d1f9,"Oth extrartic fx low end l rad, 7thJ",$48.76,jsimons27,6/23/2024
67183204fc13ae43ba22d1fa,"Nondisp spiral fx shaft of l femr, 7thK",$57.65,ncambell28,7/14/2024
67183204fc13ae43ba22d1fb,Pseudobulbar affect,$53.25,pskydall29,3/21/2024
67183204fc13ae43ba22d1fc,Acc pnctr & lac of a circ sys org during a circ sys proc,$32.31,gdoddridge2a,4/1/2024
67183204fc13ae43ba22d1fd,"Orbital myositis, bilateral",$7.53,habrey2b,4/14/2024
67183204fc13ae43ba22d1fe,"Nondisp oblique fx shaft of r tibia, 7thB",$59.34,naxcel2c,6/11/2024
67183204fc13ae43ba22d1ff,Food allergy status,$97.17,hjoysey2d,12/6/2023
67183204fc13ae43ba22d200,"Toxic effect of corrosive organic compnd, assault, sequela",$17.45,ntwittey2e,8/11/2024
67183204fc13ae43ba22d201,"Adverse effect of benzodiazepines, subsequent encounter",$48.64,lhowbrook2f,12/17/2023
67183204fc13ae43ba22d202,"Occup of military vehicle injured in traf, sequela",$13.22,dewbanck2g,1/8/2024
67183204fc13ae43ba22d203,"Corrosion of third degree of right palm, sequela",$77.66,jhoulridge2h,6/30/2024
67183204fc13ae43ba22d204,"Machine gun discharge, undetermined intent, sequela",$17.90,bbradbury2i,4/19/2024
67183204fc13ae43ba22d205,"Nondisp spiral fx shaft of humerus, left arm, sequela",$52.75,cmcevoy2j,5/25/2024
67183204fc13ae43ba22d206,Newborn aff by maternal renal and urinary tract diseases,$28.49,vaarons2k,5/15/2024
67183204fc13ae43ba22d207,"Laceration of blood vessels at shldr/up arm, left arm, init",$7.10,tbrecknock2l,9/21/2024
67183204fc13ae43ba22d208,"Diffuse TBI w/o loss of consciousness, init",$12.37,jgrishaev2m,12/17/2023
67183204fc13ae43ba22d209,"Unspecified dislocation of left wrist and hand, sequela",$7.78,hjanusik2n,3/4/2024
67183204fc13ae43ba22d20a,"Toxic effect of paints and dyes, NEC, accidental, sequela",$98.15,whurkett2o,3/8/2024
67183204fc13ae43ba22d20b,"Oth superficial bite of right back wall of thorax, subs",$69.84,ktiffany2p,5/21/2024
67183204fc13ae43ba22d20c,"Paralytic calcifcn and ossification of muscle, upper arm",$75.51,tmaclucais2q,4/5/2024
67183204fc13ae43ba22d20d,"Intentional self-harm by unsp hot objects, subs encntr",$62.11,genzley2r,8/11/2024
67183204fc13ae43ba22d20e,"Nondisp comminuted fx shaft of ulna, left arm, sequela",$60.16,schesser2s,12/13/2023
67183204fc13ae43ba22d20f,"Lacerat muscles and tendons at ank/ft level, l foot, sequela",$20.39,kgislebert2t,6/4/2024
67183204fc13ae43ba22d210,"Strain extn musc/fasc/tend r rng fngr at wrs/hnd lv, sequela",$82.15,kgoadsby2u,8/21/2024
67183204fc13ae43ba22d211,"Nondisp seg fx shaft of l fibula, 7thF",$86.03,rdrioli2v,7/18/2024
67183204fc13ae43ba22d212,Malignant neoplasm of axillary tail of unsp female breast,$51.67,rsamples2w,7/6/2024
67183204fc13ae43ba22d213,"Crushing injury of neck, part unspecified, initial encounter",$69.62,zjickles2x,12/25/2023
67183204fc13ae43ba22d214,Bitten by other nonvenomous marine animals,$89.50,pkegg2y,11/8/2023
67183204fc13ae43ba22d215,"Prsn outsd pk-up/van inj in nonclsn trnsp acc in traf, init",$55.15,rforo2z,7/22/2024
67183204fc13ae43ba22d216,"Toxic effect of cadmium and its compounds, undetermined",$89.00,ibradnock30,8/11/2024
67183204fc13ae43ba22d217,"Disp fx of medial wall of right acetabulum, init for clos fx",$53.92,cloveridge31,11/25/2023
67183204fc13ae43ba22d218,"Fx unsp part of nk of r femr, subs for clos fx w routn heal",$79.14,rkupec32,1/28/2024
67183204fc13ae43ba22d219,"Synovial hypertrophy, NEC, right ankle and foot",$53.18,ayansons33,6/10/2024
67183204fc13ae43ba22d21a,"Toxic effect of contact w oth venomous fish, acc, init",$47.02,hbater34,6/11/2024
67183204fc13ae43ba22d21b,"Greenstick fracture of shaft of humerus, left arm",$38.07,ctibbotts35,12/19/2023
67183204fc13ae43ba22d21c,"Unsp inj extn musc/fasc/tend r mid fngr at wrs/hnd lv, subs",$6.10,pcanning36,8/31/2024
67183204fc13ae43ba22d21d,Other reduction defects of left lower limb,$42.29,gminchin37,7/7/2024
67183204fc13ae43ba22d21e,Sprain of interphalangeal joint of other finger,$39.93,adhooge38,7/23/2024
67183204fc13ae43ba22d21f,Jump/div into oth water striking wall causing oth injury,$18.84,sralph39,6/28/2024
67183204fc13ae43ba22d220,"Poisoning by oth viral vaccines, intentional self-harm, subs",$59.41,rdobbin3a,8/28/2024
67183204fc13ae43ba22d221,Laceration without foreign body of shoulder,$96.58,mgoodlett3b,1/30/2024
67183204fc13ae43ba22d222,Scooter (nonmotorized) accident,$76.36,kbigley3c,4/6/2024
67183204fc13ae43ba22d223,"Fall same lev from slip/trip w strk agnst pwr tl/machn, sqla",$73.54,wdodman3d,2/19/2024
67183204fc13ae43ba22d224,Puncture wound without foreign body of wrist,$52.21,rpietruschka3e,4/14/2024
67183204fc13ae43ba22d225,"Crushing injury of unspecified left toe(s), subs encntr",$23.00,lomahoney3f,11/21/2023
67183204fc13ae43ba22d226,"Pasngr in pk-up/van injured in clsn w ped/anml nontraf, init",$23.60,samyes3g,1/9/2024
67183204fc13ae43ba22d227,Muscle spasm,$50.93,fbutchard3h,2/14/2024
67183204fc13ae43ba22d228,"Nondisp oblique fx shaft of l fibula, 7thE",$28.56,tdelos3i,8/25/2024
67183204fc13ae43ba22d229,"Partial traumatic amputation of l low leg, level unsp, subs",$50.21,mocorrigane3j,9/23/2024
67183204fc13ae43ba22d22a,"Laceration of musc/fasc/tend at shldr/up arm, left arm, subs",$45.56,gcasini3k,2/13/2024
67183204fc13ae43ba22d22b,"Disp fx of shaft of third metacarpal bone, left hand",$42.85,bruggieri3l,1/30/2024
67183204fc13ae43ba22d22c,Oth injury of unsp muscle and tendon at ankle and foot level,$35.80,rviant3m,3/7/2024
67183204fc13ae43ba22d22d,Inj flexor musc/fasc/tend right index finger at wrs/hnd lv,$37.81,smacfarland3n,9/16/2024
67183204fc13ae43ba22d22e,Postproc hemor of a dgstv sys org fol a dgstv sys procedure,$82.09,jtruce3o,10/19/2024
67183204fc13ae43ba22d22f,Other edema specific to newborn,$85.64,bgaler3p,8/14/2024
67183204fc13ae43ba22d230,"Complications of procedures, not elsewhere classified",$63.89,jvignal3q,4/1/2024
67183204fc13ae43ba22d231,Heart-lung transplant infection,$96.62,wreddings3r,11/28/2023
67183204fc13ae43ba22d232,"Nondisp oblique fx shaft of unsp tibia, 7thB",$17.85,pmoger3s,10/26/2023
67183204fc13ae43ba22d233,Ulcerative (chronic) rectosigmoiditis w intestinal obst,$44.38,kphlippsen3t,5/7/2024
67183204fc13ae43ba22d234,Other specified immunodeficiencies,$57.44,kdooly3u,8/5/2024
67183204fc13ae43ba22d235,"Polyneuropathy, unspecified",$82.48,wodrought3v,1/30/2024
67183204fc13ae43ba22d236,"Puncture wound w/o foreign body of oth part of neck, sequela",$93.50,aandrews3w,1/25/2024
67183204fc13ae43ba22d237,"Unspecified sprain of left shoulder joint, subs encntr",$17.10,cbascomb3x,4/6/2024
67183204fc13ae43ba22d238,"Fracture of orbital floor, unspecified side, 7thD",$93.71,mcicchitello3y,5/19/2024
67183204fc13ae43ba22d239,"Pathological fracture in neoplastic disease, pelvis",$6.80,jnani3z,6/6/2024
67183204fc13ae43ba22d23a,"Smoking (tobacco) complicating pregnancy, third trimester",$83.81,proutley40,7/27/2024
67183204fc13ae43ba22d23b,Other and unsp noninfective gastroenteritis and colitis,$65.55,ahenric41,11/30/2023
67183204fc13ae43ba22d23c,"Oth physeal fracture of upper end of radius, right arm, init",$96.70,jwillmot42,12/29/2023
67183204fc13ae43ba22d23d,"Blister (nonthermal), left thigh",$28.23,mtheml43,1/9/2024
67183204fc13ae43ba22d23e,Acquired absence of wrist,$29.57,ahamson44,4/30/2024
67183204fc13ae43ba22d23f,"Underdosing of hydantoin derivatives, sequela",$6.18,btewkesberrie45,3/24/2024
67183204fc13ae43ba22d240,"Displ bicondylar fx l tibia, 7thJ",$91.63,bwoloschinski46,3/5/2024
67183204fc13ae43ba22d241,Acute rheumatic myocarditis,$34.31,tprimmer47,8/19/2024
67183204fc13ae43ba22d242,"Toxic eff of cntct w oth venom marine animals, slf-hrm, init",$17.26,cchampley48,11/18/2023
67183204fc13ae43ba22d243,Presence of fully implantable artificial heart,$34.68,bmaudsley49,2/7/2024
67183204fc13ae43ba22d244,"Benign neoplasm of connctv/soft tiss of trunk, unsp",$4.64,bjanodet4a,11/3/2023
67183204fc13ae43ba22d245,"Blister (nonthermal), unspecified hip, initial encounter",$77.78,brymill4b,3/14/2024
67183204fc13ae43ba22d246,Anthelminthics,$65.61,cbrigstock4c,9/9/2024
67183204fc13ae43ba22d247,"Abrasion, right great toe, sequela",$93.94,ssawkins4d,2/10/2024
67183204fc13ae43ba22d248,Lacerat long flexor musc/fasc/tend left thumb at wrs/hnd lv,$64.30,sarr4e,11/5/2023
67183204fc13ae43ba22d249,Other physeal fracture of calcaneus,$2.11,bledwich4f,2/15/2024
67183204fc13ae43ba22d24a,"Unsp fracture of right femur, init for clos fx",$1.85,tespin4g,5/6/2024
67183204fc13ae43ba22d24b,"Sltr-haris Type IV physl fx upr end humer, r arm, 7thD",$40.25,dcalken4h,7/3/2024
67183204fc13ae43ba22d24c,Complete lesion at C5 level of cervical spinal cord,$38.88,btwiggins4i,6/7/2024
67183204fc13ae43ba22d24d,"Mast cell activation, unspecified",$86.86,dhaney4j,7/2/2024
67183204fc13ae43ba22d24e,"Laceration of musc/fasc/tend at wrs/hnd lv, unsp hand",$5.33,cdownes4k,9/10/2024
67183204fc13ae43ba22d24f,"Chronic gout due to renal impairment, unsp wrist, w/o tophus",$45.53,tlugard4l,3/31/2024
67183204fc13ae43ba22d250,"Fetal anemia and thrombocytopenia, first trimester, fetus 4",$82.73,lmacallester4m,6/27/2024
67183204fc13ae43ba22d251,"Laceration without foreign body, unspecified thigh, sequela",$61.58,ewagnerin4n,5/12/2024
67183204fc13ae43ba22d252,Congenital renal failure,$54.40,bbenne4o,7/19/2024
67183204fc13ae43ba22d253,Corrosion of unspecified degree of right ear,$29.40,pgillyatt4p,11/30/2023
67183204fc13ae43ba22d254,Toxoplasma hepatitis,$88.47,rramet4q,3/4/2024
67183204fc13ae43ba22d255,"Tympanosclerosis, bilateral",$67.81,dcolledge4r,3/1/2024
67183204fc13ae43ba22d256,"Undrdose of anticoag antagonist, vit K and oth coag, subs",$16.02,rimmins4s,5/10/2024
67183204fc13ae43ba22d257,"Explosion and rupture of air tank, sequela",$91.09,tsaltmarshe4t,11/28/2023
67183204fc13ae43ba22d258,"Sltr-haris Type III physl fx lower end humer, left arm, 7thK",$70.36,fchatenier4u,3/18/2024
67183204fc13ae43ba22d259,"Drown due to fall/jump fr oth crushed powered wtrcrft, subs",$32.46,abrumham4v,6/28/2024
67183204fc13ae43ba22d25a,"Fibrous dysplasia (monostotic), unspecified site",$48.01,bborborough4w,5/18/2024
67183204fc13ae43ba22d25b,"Nondisp unsp condyle fx lower end of right femur, sequela",$65.03,aspandley4x,12/15/2023
67183204fc13ae43ba22d25c,"Barton's fx left radius, subs for opn fx type I/2 w nonunion",$37.18,tweir4y,1/2/2024
67183204fc13ae43ba22d25d,"Other chondrocalcinosis, unspecified knee",$93.45,ctrobey4z,5/30/2024
67183204fc13ae43ba22d25e,"Laceration without foreign body of larynx, initial encounter",$64.83,csandey50,6/28/2024
67183204fc13ae43ba22d25f,"Fracture of alveolus of right mandible, sequela",$48.17,theed51,6/10/2024
67183204fc13ae43ba22d260,"Minor laceration of femoral artery, left leg, subs encntr",$87.50,hkirman52,1/26/2024
67183204fc13ae43ba22d261,"Postdysenteric arthropathy, left ankle and foot",$47.73,creymers53,10/16/2024
67183204fc13ae43ba22d262,"Inj extn musc/fasc/tend at forearm level, left arm, subs",$81.37,ahaythorn54,1/22/2024
67183204fc13ae43ba22d263,"Laceration of bronchus, unilateral, initial encounter",$60.63,flillee55,6/18/2024
67183204fc13ae43ba22d264,Resistance to antimicrobial drugs,$81.16,ccampelli56,3/31/2024
67183204fc13ae43ba22d265,"Breakdown (mechanical) of int fix of bones, sequela",$13.09,slippiatt57,8/16/2024
67183204fc13ae43ba22d266,Drugs primarily affecting the autonomic nervous system,$5.82,avell58,12/8/2023
67183204fc13ae43ba22d267,Malignant neoplasm of endocervix,$48.19,cmulbery59,8/8/2024
67183204fc13ae43ba22d268,"Lac w/o fb of low back and pelvis w penet retroperiton, init",$45.49,dmenloe5a,12/26/2023
67183204fc13ae43ba22d269,"Nondisp fx of navicular of l foot, subs for fx w delay heal",$35.52,hrobichon5b,7/4/2024
67183204fc13ae43ba22d26a,"Malignant neoplasm of upper-inner quadrant of breast, female",$15.70,ibirt5c,5/6/2024
67183204fc13ae43ba22d26b,"Oth injury of right vertebral artery, subs encntr",$22.37,mcamois5d,8/6/2024
67183204fc13ae43ba22d26c,"Postinfective bulbous urethral stricture, NEC",$48.90,crosnau5e,12/25/2023
67183204fc13ae43ba22d26d,Other biomechanical lesions of abdomen and other regions,$43.03,phartnup5f,2/29/2024
67183204fc13ae43ba22d26e,Non-pressure chronic ulcer of right ankle w necrosis of bone,$7.37,iwheelband5g,6/2/2024
67183204fc13ae43ba22d26f,"Lacerat msl/tnd lng extn msl toe at ank/ft lev,unsp ft, init",$24.95,dasbery5h,1/13/2024
67183204fc13ae43ba22d270,Other specified congenital malformations of female genitalia,$65.84,adislee5i,4/15/2024
67183204fc13ae43ba22d271,Acquired clawhand,$4.86,swear5j,3/19/2024
67183204fc13ae43ba22d272,"Other myositis, left lower leg",$18.90,gwillstrop5k,12/21/2023
67183204fc13ae43ba22d273,"Toxic effect of venom of other spider, undetermined, sequela",$51.39,epetrello5l,7/10/2024
67183204fc13ae43ba22d274,"Nondisp fx of lateral condyle of r femr, 7thJ",$6.56,ccoombs5m,6/28/2024
67183204fc13ae43ba22d275,Neonatal cutaneous hemorrhage,$93.58,kcanto5n,5/4/2024
67183204fc13ae43ba22d276,Other cerebrovascular diseases,$3.83,kbockett5o,10/7/2024
67183204fc13ae43ba22d277,"Hit by falling object due to accident to water-skis, init",$27.39,rrichold5p,4/22/2024
67183204fc13ae43ba22d278,"Lac w/o fb of abd wall, unsp q w/o penet perit cav, sequela",$95.58,wdaeth5q,5/13/2024
67183204fc13ae43ba22d279,"Torus fx lower end of unsp femur, subs for fx w malunion",$99.75,gceyssen5r,5/19/2024
67183204fc13ae43ba22d27a,"Poisoning by oth nonsteroid anti-inflam drugs, assault, init",$66.33,blernihan5s,4/17/2024
67183204fc13ae43ba22d27b,"Laceration of muscles and tendons at ank/ft level, unsp foot",$81.62,kcarnow5t,3/1/2024
67183204fc13ae43ba22d27c,Psychophysical visual disturbances,$15.02,bwace5u,5/18/2024
67183204fc13ae43ba22d27d,"Oth comp specific to multiple gest, first trimester, fetus 5",$17.30,hmacsweeney5v,3/27/2024
67183204fc13ae43ba22d27e,Tubal pregnancy,$59.24,cvasyukhin5w,11/4/2023
67183204fc13ae43ba22d27f,"Child physical abuse, confirmed",$51.04,pphifer5x,6/3/2024
67183204fc13ae43ba22d280,Conn tiss and disc stenos of intvrt foramin of pelvic region,$12.63,cmackin5y,7/19/2024
67183204fc13ae43ba22d281,Other abnormal cytological findings on specimens from anus,$59.79,ralgeo5z,9/15/2024
67183204fc13ae43ba22d282,"Explosion of bicycle tire, sequela",$6.25,beast60,1/18/2024
67183204fc13ae43ba22d283,Other symptomatic late syphilis,$50.81,trudall61,11/29/2023
67183204fc13ae43ba22d284,"Unsp comp following infusion and therapeutic injection, subs",$18.29,cpatinkin62,11/22/2023
67183204fc13ae43ba22d285,"Toxic effect of noxious substances eaten as food, acc",$61.35,clemerie63,8/24/2024
67183204fc13ae43ba22d286,"Open bite of other finger with damage to nail, init encntr",$16.58,ihaythornthwaite64,10/24/2023
67183204fc13ae43ba22d287,"Pnctr w fb of l bk wl of thorax w penet thor cavity, subs",$51.70,bwellington65,6/30/2024
67183204fc13ae43ba22d288,"Unsp superficial injury of abdominal wall, init encntr",$35.75,idigregorio66,4/9/2024
67183204fc13ae43ba22d289,"Breakdown of surgically created AV fistula, sequela",$14.09,agoggin67,9/25/2024
67183204fc13ae43ba22d28a,"Complete traumatic trnsphal amputation of l rng fngr, subs",$28.49,phawkings68,8/29/2024
67183204fc13ae43ba22d28b,Bartter's syndrome,$58.47,hbartolic69,2/26/2024
67183204fc13ae43ba22d28c,"Complete traumatic amp of one right lesser toe, sequela",$25.07,rbeatey6a,9/1/2024
67183204fc13ae43ba22d28d,"Inj unsp musc/tend at lower leg level, right leg, subs",$36.89,agorghetto6b,10/21/2024
67183204fc13ae43ba22d28e,"Adverse effect of anticoag antag, vit K and oth coag, init",$42.87,hbeadles6c,8/19/2024
67183204fc13ae43ba22d28f,"Displaced fracture of trapezium, unspecified wrist",$22.09,nmcgraw6d,9/22/2024
67183204fc13ae43ba22d290,Unspecified atrophy of edentulous alveolar ridge,$8.28,tgosby6e,7/30/2024
67183204fc13ae43ba22d291,"Phlebitis and thrombophlebitis of iliac vein, bilateral",$77.92,setches6f,5/2/2024
67183204fc13ae43ba22d292,Contact with special construction vehicle in stationary use,$36.34,hbenet6g,7/5/2024
67183204fc13ae43ba22d293,"Pnctr w foreign body of finger w/o damage to nail, init",$42.80,tprandin6h,9/1/2024
67183204fc13ae43ba22d294,"Nondisp fx of less trochanter of l femr, 7thC",$64.67,tguinness6i,2/7/2024
67183204fc13ae43ba22d295,"Displ oblique fx shaft of unsp ulna, 7thR",$12.97,gtett6j,10/14/2024
67183204fc13ae43ba22d296,"Obstructed labor due to maternal pelvic abnormality, unsp",$32.14,rollin6k,2/12/2024
67183204fc13ae43ba22d297,"Traumatic rupture of unsp ligament of left wrist, sequela",$27.42,lknightsbridge6l,12/13/2023
67183204fc13ae43ba22d298,"Sprain of unspecified sternoclavicular joint, init encntr",$95.45,wravilious6m,2/4/2024
67183204fc13ae43ba22d299,Non-pressure chronic ulcer of skin of other sites,$27.14,tangrick6n,8/6/2024
67183205fc13ae43ba22d29a,Kitchen in reform school as place,$48.48,adawidowsky6o,8/28/2024
67183205fc13ae43ba22d29b,"Inj muscle, fascia and tendon of lower back, init encntr",$10.47,bbartali6p,11/29/2023
67183205fc13ae43ba22d29c,Other recurrent atlantoaxial dislocation,$49.75,aluberti6q,5/2/2024
