Order_Id,buyerId,SellerID,productId,Created_at,total_price
67183275fc13ae41dd22d1fa,11-8607471,69-4916090,67183275fc13ae41dd22d1fb,5/20/2024,$47.55
67183275fc13ae41dd22d1fc,85-5607880,19-5673874,67183275fc13ae41dd22d1fd,12/29/2023,$35.71
67183275fc13ae41dd22d1fe,33-8829833,18-2178179,67183275fc13ae41dd22d1ff,12/19/2023,$57.51
67183275fc13ae41dd22d200,63-1878367,57-6764400,67183275fc13ae41dd22d201,2/11/2024,$1.09
67183275fc13ae41dd22d202,96-6071434,01-2106205,67183275fc13ae41dd22d203,7/6/2024,$47.70
67183275fc13ae41dd22d204,20-0104792,40-0335091,67183275fc13ae41dd22d205,2/7/2024,$29.13
67183275fc13ae41dd22d206,06-8000802,04-1619027,67183275fc13ae41dd22d207,9/12/2024,$17.78
67183275fc13ae41dd22d208,98-7103578,76-1076453,67183275fc13ae41dd22d209,3/18/2024,$11.49
67183275fc13ae41dd22d20a,95-1608336,78-6358506,67183275fc13ae41dd22d20b,2/3/2024,$69.68
67183275fc13ae41dd22d20c,15-5201809,06-4838436,67183275fc13ae41dd22d20d,12/19/2023,$18.65
67183275fc13ae41dd22d20e,20-4683865,75-0152623,67183275fc13ae41dd22d20f,4/13/2024,$76.51
67183275fc13ae41dd22d210,58-7376349,74-5520123,67183275fc13ae41dd22d211,2/11/2024,$65.09
67183275fc13ae41dd22d212,04-7909214,30-5047544,67183275fc13ae41dd22d213,5/29/2024,$28.73
67183275fc13ae41dd22d214,19-8108085,12-1424098,67183275fc13ae41dd22d215,8/22/2024,$72.70
67183275fc13ae41dd22d216,32-8800076,46-2852698,67183275fc13ae41dd22d217,9/26/2024,$5.32
67183275fc13ae41dd22d218,52-8017934,09-5479284,67183275fc13ae41dd22d219,10/12/2024,$68.22
67183275fc13ae41dd22d21a,73-2218722,51-7162148,67183275fc13ae41dd22d21b,8/28/2024,$33.45
67183275fc13ae41dd22d21c,45-8985465,36-1108213,67183275fc13ae41dd22d21d,4/8/2024,$63.56
67183275fc13ae41dd22d21e,38-2777322,64-1776499,67183275fc13ae41dd22d21f,4/4/2024,$57.77
67183275fc13ae41dd22d220,60-1725465,78-7196394,67183275fc13ae41dd22d221,4/20/2024,$77.86
67183275fc13ae41dd22d222,05-7208605,02-6765674,67183275fc13ae41dd22d223,7/14/2024,$48.13
67183275fc13ae41dd22d224,99-6294978,94-0531622,67183275fc13ae41dd22d225,8/1/2024,$70.65
67183275fc13ae41dd22d226,30-9184511,16-5270075,67183275fc13ae41dd22d227,7/4/2024,$26.97
67183275fc13ae41dd22d228,15-8486726,03-1991238,67183275fc13ae41dd22d229,10/7/2024,$10.97
67183275fc13ae41dd22d22a,77-7117242,38-5721007,67183275fc13ae41dd22d22b,5/17/2024,$52.78
67183275fc13ae41dd22d22c,80-5464538,14-5012680,67183275fc13ae41dd22d22d,2/8/2024,$56.73
67183275fc13ae41dd22d22e,22-7974705,05-5100326,67183275fc13ae41dd22d22f,11/5/2023,$83.11
67183275fc13ae41dd22d230,23-9424555,40-7935969,67183275fc13ae41dd22d231,4/17/2024,$55.14
67183275fc13ae41dd22d232,77-1634304,91-2590882,67183275fc13ae41dd22d233,10/21/2024,$89.99
67183275fc13ae41dd22d234,98-3532776,40-7634736,67183275fc13ae41dd22d235,3/26/2024,$23.07
67183275fc13ae41dd22d236,74-0035378,39-5194109,67183275fc13ae41dd22d237,8/21/2024,$4.47
67183275fc13ae41dd22d238,31-3458680,44-9356571,67183275fc13ae41dd22d239,6/5/2024,$87.20
67183275fc13ae41dd22d23a,95-3437606,63-6799166,67183275fc13ae41dd22d23b,1/9/2024,$4.74
67183275fc13ae41dd22d23c,93-2950093,27-7602137,67183275fc13ae41dd22d23d,7/1/2024,$57.31
67183275fc13ae41dd22d23e,06-3738483,77-8409686,67183275fc13ae41dd22d23f,4/20/2024,$97.92
67183275fc13ae41dd22d240,73-5004763,07-4752395,67183275fc13ae41dd22d241,1/3/2024,$30.13
67183275fc13ae41dd22d242,44-9657509,66-9234409,67183275fc13ae41dd22d243,6/3/2024,$29.03
67183275fc13ae41dd22d244,36-7479060,05-5921467,67183275fc13ae41dd22d245,12/15/2023,$43.07
67183275fc13ae41dd22d246,49-9874231,42-6106747,67183275fc13ae41dd22d247,1/16/2024,$87.02
67183275fc13ae41dd22d248,78-4072753,41-1551671,67183275fc13ae41dd22d249,11/9/2023,$60.08
67183275fc13ae41dd22d24a,18-3204709,45-2049336,67183275fc13ae41dd22d24b,4/15/2024,$16.42
67183275fc13ae41dd22d24c,91-7212383,71-3294012,67183275fc13ae41dd22d24d,7/13/2024,$79.79
67183275fc13ae41dd22d24e,21-6920208,82-8199841,67183275fc13ae41dd22d24f,5/13/2024,$30.54
67183275fc13ae41dd22d250,70-3905528,37-6095362,67183275fc13ae41dd22d251,11/28/2023,$14.66
67183275fc13ae41dd22d252,00-6234377,15-2394844,67183275fc13ae41dd22d253,11/29/2023,$83.80
67183275fc13ae41dd22d254,39-3946986,91-6723245,67183275fc13ae41dd22d255,9/29/2024,$22.74
67183275fc13ae41dd22d256,67-4315275,61-7294066,67183275fc13ae41dd22d257,6/14/2024,$93.23
67183275fc13ae41dd22d258,37-2801799,59-4316146,67183275fc13ae41dd22d259,5/17/2024,$33.97
67183275fc13ae41dd22d25a,87-1131831,48-6519914,67183275fc13ae41dd22d25b,10/21/2024,$3.81
67183275fc13ae41dd22d25c,15-8137851,33-7917374,67183275fc13ae41dd22d25d,10/9/2024,$81.76
67183275fc13ae41dd22d25e,21-7918707,24-6631603,67183275fc13ae41dd22d25f,6/1/2024,$14.87
67183275fc13ae41dd22d260,36-0426438,49-3568641,67183275fc13ae41dd22d261,3/20/2024,$52.94
67183275fc13ae41dd22d262,48-4790276,23-1550465,67183275fc13ae41dd22d263,8/22/2024,$22.19
67183275fc13ae41dd22d264,90-6160145,42-1998788,67183275fc13ae41dd22d265,11/20/2023,$45.70
67183275fc13ae41dd22d266,03-9839059,69-1485728,67183275fc13ae41dd22d267,6/23/2024,$15.85
67183275fc13ae41dd22d268,65-4684785,80-9546405,67183275fc13ae41dd22d269,9/1/2024,$64.36
67183275fc13ae41dd22d26a,58-3679676,31-7261545,67183275fc13ae41dd22d26b,5/21/2024,$95.08
67183275fc13ae41dd22d26c,42-4447115,64-3848716,67183275fc13ae41dd22d26d,9/24/2024,$82.00
67183275fc13ae41dd22d26e,84-0791407,03-4994515,67183275fc13ae41dd22d26f,11/10/2023,$5.38
67183275fc13ae41dd22d270,44-2039991,37-6932779,67183275fc13ae41dd22d271,9/27/2024,$48.00
67183275fc13ae41dd22d272,40-2608038,55-5609291,67183275fc13ae41dd22d273,12/27/2023,$98.48
67183275fc13ae41dd22d274,30-7506957,18-3069211,67183275fc13ae41dd22d275,4/1/2024,$88.77
67183275fc13ae41dd22d276,69-6585725,84-4217700,67183275fc13ae41dd22d277,2/5/2024,$19.39
67183275fc13ae41dd22d278,77-6848267,24-5953404,67183275fc13ae41dd22d279,3/13/2024,$61.88
67183275fc13ae41dd22d27a,40-6491934,29-8465662,67183275fc13ae41dd22d27b,2/26/2024,$91.55
67183275fc13ae41dd22d27c,07-1722419,03-5137599,67183275fc13ae41dd22d27d,9/8/2024,$15.72
67183275fc13ae41dd22d27e,90-0784586,52-8087393,67183275fc13ae41dd22d27f,8/3/2024,$97.65
67183275fc13ae41dd22d280,38-5793976,95-0797854,67183275fc13ae41dd22d281,7/20/2024,$8.94
67183275fc13ae41dd22d282,87-7812985,75-9524933,67183275fc13ae41dd22d283,10/14/2024,$28.82
67183275fc13ae41dd22d284,66-2086985,88-2379467,67183275fc13ae41dd22d285,6/26/2024,$4.62
67183275fc13ae41dd22d286,71-0485122,11-6184740,67183275fc13ae41dd22d287,12/8/2023,$71.26
67183275fc13ae41dd22d288,00-2627390,95-7927432,67183275fc13ae41dd22d289,12/22/2023,$40.04
67183275fc13ae41dd22d28a,58-7363621,68-7799898,67183275fc13ae41dd22d28b,11/6/2023,$63.07
67183275fc13ae41dd22d28c,68-0143046,04-1857696,67183275fc13ae41dd22d28d,3/11/2024,$88.41
67183275fc13ae41dd22d28e,29-8660013,12-6055892,67183275fc13ae41dd22d28f,8/7/2024,$1.89
67183275fc13ae41dd22d290,17-6207315,56-9535437,67183275fc13ae41dd22d291,5/22/2024,$68.83
67183275fc13ae41dd22d292,59-9411333,82-9776702,67183275fc13ae41dd22d293,6/28/2024,$66.62
67183275fc13ae41dd22d294,53-0835538,75-6284177,67183275fc13ae41dd22d295,4/19/2024,$38.74
67183275fc13ae41dd22d296,51-4754849,21-2216292,67183275fc13ae41dd22d297,3/10/2024,$27.74
67183275fc13ae41dd22d298,38-3495045,79-9766718,67183275fc13ae41dd22d299,2/16/2024,$53.83
67183275fc13ae41dd22d29a,13-9131903,61-0892474,67183275fc13ae41dd22d29b,2/15/2024,$43.97
67183275fc13ae41dd22d29c,18-6089580,01-4586673,67183275fc13ae41dd22d29d,5/10/2024,$84.21
67183275fc13ae41dd22d29e,75-7123245,22-9597077,67183275fc13ae41dd22d29f,10/22/2023,$54.60
67183275fc13ae41dd22d2a0,17-2180907,51-3919317,67183275fc13ae41dd22d2a1,8/29/2024,$49.43
67183275fc13ae41dd22d2a2,61-2755811,79-0109940,67183275fc13ae41dd22d2a3,12/14/2023,$57.66
67183275fc13ae41dd22d2a4,58-8910483,98-7538807,67183275fc13ae41dd22d2a5,9/27/2024,$3.57
67183275fc13ae41dd22d2a6,75-5661647,20-6262149,67183275fc13ae41dd22d2a7,6/29/2024,$57.93
67183275fc13ae41dd22d2a8,18-1548648,19-0926015,67183275fc13ae41dd22d2a9,6/3/2024,$72.09
67183275fc13ae41dd22d2aa,07-4867642,10-7394262,67183275fc13ae41dd22d2ab,12/27/2023,$37.90
67183275fc13ae41dd22d2ac,97-0456252,21-8558751,67183275fc13ae41dd22d2ad,1/14/2024,$23.86
67183275fc13ae41dd22d2ae,96-2356522,88-5470299,67183275fc13ae41dd22d2af,10/28/2023,$29.24
67183275fc13ae41dd22d2b0,30-9589487,76-5351367,67183275fc13ae41dd22d2b1,3/2/2024,$66.82
67183275fc13ae41dd22d2b2,33-5430715,80-0690575,67183275fc13ae41dd22d2b3,3/25/2024,$5.31
67183275fc13ae41dd22d2b4,18-7158019,73-0746581,67183275fc13ae41dd22d2b5,11/26/2023,$37.77
67183275fc13ae41dd22d2b6,86-9930398,27-9726266,67183275fc13ae41dd22d2b7,11/13/2023,$16.09
67183275fc13ae41dd22d2b8,94-8943875,03-5553153,67183275fc13ae41dd22d2b9,12/20/2023,$69.04
67183275fc13ae41dd22d2ba,68-1084082,68-8750005,67183275fc13ae41dd22d2bb,12/24/2023,$45.50
67183275fc13ae41dd22d2bc,21-8366551,27-9320895,67183275fc13ae41dd22d2bd,11/11/2023,$90.10
67183275fc13ae41dd22d2be,03-6623940,24-3437761,67183275fc13ae41dd22d2bf,8/17/2024,$3.30
67183275fc13ae41dd22d2c0,61-6966329,70-7279091,67183275fc13ae41dd22d2c1,3/1/2024,$73.19
67183275fc13ae41dd22d2c2,92-6492272,94-7373549,67183275fc13ae41dd22d2c3,6/11/2024,$38.92
67183275fc13ae41dd22d2c4,44-7859865,68-4158622,67183275fc13ae41dd22d2c5,6/18/2024,$35.07
67183275fc13ae41dd22d2c6,48-1583730,20-5797354,67183275fc13ae41dd22d2c7,6/28/2024,$16.70
67183275fc13ae41dd22d2c8,97-7456286,73-5220834,67183275fc13ae41dd22d2c9,5/31/2024,$67.96
67183275fc13ae41dd22d2ca,59-2491945,20-9754499,67183275fc13ae41dd22d2cb,8/21/2024,$7.17
67183275fc13ae41dd22d2cc,39-0064439,53-1252670,67183275fc13ae41dd22d2cd,12/21/2023,$78.65
67183275fc13ae41dd22d2ce,39-7315354,43-9595177,67183275fc13ae41dd22d2cf,5/30/2024,$65.31
67183275fc13ae41dd22d2d0,73-4620951,97-0468248,67183275fc13ae41dd22d2d1,11/23/2023,$56.15
67183275fc13ae41dd22d2d2,62-8760444,44-0004292,67183275fc13ae41dd22d2d3,5/29/2024,$75.93
67183275fc13ae41dd22d2d4,00-3780418,97-8535539,67183275fc13ae41dd22d2d5,8/26/2024,$12.19
67183275fc13ae41dd22d2d6,95-4083417,08-4351831,67183275fc13ae41dd22d2d7,5/2/2024,$41.92
67183275fc13ae41dd22d2d8,27-0248999,99-5347265,67183275fc13ae41dd22d2d9,8/8/2024,$37.01
67183275fc13ae41dd22d2da,20-5791762,56-8962875,67183275fc13ae41dd22d2db,5/23/2024,$69.94
67183275fc13ae41dd22d2dc,82-2506939,37-8747913,67183275fc13ae41dd22d2dd,7/30/2024,$74.36
67183275fc13ae41dd22d2de,31-5235346,73-3833123,67183275fc13ae41dd22d2df,4/26/2024,$46.36
67183275fc13ae41dd22d2e0,23-2732413,76-7077999,67183275fc13ae41dd22d2e1,10/26/2023,$94.68
67183275fc13ae41dd22d2e2,66-6276920,94-2572847,67183275fc13ae41dd22d2e3,9/26/2024,$71.99
67183275fc13ae41dd22d2e4,02-5024321,52-7419103,67183275fc13ae41dd22d2e5,7/26/2024,$50.34
67183275fc13ae41dd22d2e6,94-5019505,87-5391104,67183275fc13ae41dd22d2e7,1/8/2024,$5.85
67183275fc13ae41dd22d2e8,30-7543288,87-2261612,67183275fc13ae41dd22d2e9,10/6/2024,$30.01
67183275fc13ae41dd22d2ea,81-2622186,07-3274987,67183275fc13ae41dd22d2eb,1/8/2024,$47.37
67183275fc13ae41dd22d2ec,35-9327875,05-9331002,67183275fc13ae41dd22d2ed,5/7/2024,$41.81
67183275fc13ae41dd22d2ee,02-1199429,36-2458034,67183275fc13ae41dd22d2ef,1/27/2024,$49.71
67183275fc13ae41dd22d2f0,76-8881342,97-0393595,67183275fc13ae41dd22d2f1,8/31/2024,$26.30
67183275fc13ae41dd22d2f2,92-6227211,49-6414194,67183275fc13ae41dd22d2f3,5/29/2024,$70.05
67183275fc13ae41dd22d2f4,89-7999464,71-1581691,67183275fc13ae41dd22d2f5,8/4/2024,$88.81
67183275fc13ae41dd22d2f6,10-7686086,39-5403089,67183275fc13ae41dd22d2f7,8/9/2024,$27.48
67183275fc13ae41dd22d2f8,99-9531233,19-2867275,67183275fc13ae41dd22d2f9,12/9/2023,$87.40
67183275fc13ae41dd22d2fa,18-3562971,63-6610355,67183275fc13ae41dd22d2fb,5/11/2024,$37.94
67183275fc13ae41dd22d2fc,02-5093588,28-8316249,67183275fc13ae41dd22d2fd,12/7/2023,$50.09
67183275fc13ae41dd22d2fe,63-3835802,81-5107131,67183275fc13ae41dd22d2ff,4/30/2024,$37.91
67183275fc13ae41dd22d300,21-2387994,54-3504993,67183275fc13ae41dd22d301,4/30/2024,$11.42
67183275fc13ae41dd22d302,48-5176458,75-2001211,67183275fc13ae41dd22d303,9/30/2024,$66.41
67183275fc13ae41dd22d304,05-3387372,50-7918927,67183275fc13ae41dd22d305,8/1/2024,$75.15
67183275fc13ae41dd22d306,77-0335876,55-1197633,67183275fc13ae41dd22d307,7/28/2024,$22.25
67183275fc13ae41dd22d308,00-8797770,72-4666976,67183275fc13ae41dd22d309,3/13/2024,$54.48
67183275fc13ae41dd22d30a,74-2588263,03-3039127,67183275fc13ae41dd22d30b,4/4/2024,$87.12
67183275fc13ae41dd22d30c,51-3916784,52-0063694,67183275fc13ae41dd22d30d,10/8/2024,$12.41
67183275fc13ae41dd22d30e,78-8126393,60-1620172,67183275fc13ae41dd22d30f,5/26/2024,$43.60
67183275fc13ae41dd22d310,06-5246172,67-9124903,67183275fc13ae41dd22d311,9/27/2024,$88.36
67183275fc13ae41dd22d312,37-2848995,29-9132276,67183275fc13ae41dd22d313,5/17/2024,$18.43
67183275fc13ae41dd22d314,23-5512739,54-5641380,67183275fc13ae41dd22d315,8/22/2024,$46.52
67183275fc13ae41dd22d316,59-8137265,39-3476317,67183275fc13ae41dd22d317,8/13/2024,$58.91
67183275fc13ae41dd22d318,36-5784465,29-9724739,67183275fc13ae41dd22d319,2/25/2024,$34.91
67183275fc13ae41dd22d31a,36-6534857,54-8761880,67183275fc13ae41dd22d31b,8/29/2024,$44.12
67183275fc13ae41dd22d31c,75-6793372,06-3708452,67183275fc13ae41dd22d31d,4/12/2024,$15.97
67183275fc13ae41dd22d31e,58-6848990,19-8143935,67183275fc13ae41dd22d31f,7/25/2024,$24.69
67183275fc13ae41dd22d320,82-6365548,88-4523197,67183275fc13ae41dd22d321,2/23/2024,$9.54
67183275fc13ae41dd22d322,34-8329455,59-4621108,67183275fc13ae41dd22d323,7/8/2024,$89.99
67183275fc13ae41dd22d324,67-2766006,49-9800427,67183275fc13ae41dd22d325,8/21/2024,$94.53
67183275fc13ae41dd22d326,94-4494139,11-1965699,67183275fc13ae41dd22d327,4/29/2024,$57.38
67183275fc13ae41dd22d328,07-6884619,62-8508473,67183275fc13ae41dd22d329,2/8/2024,$10.40
67183275fc13ae41dd22d32a,95-1602630,35-6382340,67183275fc13ae41dd22d32b,1/21/2024,$11.38
67183275fc13ae41dd22d32c,16-2299296,78-7687857,67183275fc13ae41dd22d32d,9/4/2024,$42.66
67183275fc13ae41dd22d32e,31-0498621,45-0451205,67183275fc13ae41dd22d32f,6/1/2024,$27.67
67183275fc13ae41dd22d330,15-0502106,55-9995440,67183275fc13ae41dd22d331,12/24/2023,$13.31
67183275fc13ae41dd22d332,16-1470144,67-5457147,67183275fc13ae41dd22d333,4/15/2024,$38.68
67183275fc13ae41dd22d334,58-3355262,55-4663380,67183275fc13ae41dd22d335,11/4/2023,$94.85
67183275fc13ae41dd22d336,35-7744091,94-5191711,67183275fc13ae41dd22d337,2/28/2024,$81.55
67183275fc13ae41dd22d338,26-6339973,06-8067439,67183275fc13ae41dd22d339,10/10/2024,$37.77
67183275fc13ae41dd22d33a,83-1571659,08-8034069,67183275fc13ae41dd22d33b,8/18/2024,$43.27
67183275fc13ae41dd22d33c,74-6486479,72-4783711,67183275fc13ae41dd22d33d,2/19/2024,$92.52
67183275fc13ae41dd22d33e,91-2406284,09-1295243,67183275fc13ae41dd22d33f,11/9/2023,$77.50
67183275fc13ae41dd22d340,50-8810276,82-9720746,67183275fc13ae41dd22d341,2/9/2024,$28.02
67183275fc13ae41dd22d342,75-3334006,91-8636871,67183275fc13ae41dd22d343,5/10/2024,$41.33
67183275fc13ae41dd22d344,18-9107461,98-0181310,67183275fc13ae41dd22d345,7/20/2024,$41.73
67183275fc13ae41dd22d346,80-3296312,94-4763804,67183275fc13ae41dd22d347,3/31/2024,$92.44
67183275fc13ae41dd22d348,44-1700628,67-2889086,67183275fc13ae41dd22d349,8/13/2024,$34.53
67183275fc13ae41dd22d34a,87-6190017,31-2988090,67183275fc13ae41dd22d34b,1/14/2024,$15.20
67183275fc13ae41dd22d34c,40-2373171,85-3003215,67183275fc13ae41dd22d34d,9/30/2024,$96.68
67183275fc13ae41dd22d34e,52-6983628,29-6993527,67183275fc13ae41dd22d34f,7/22/2024,$4.36
67183275fc13ae41dd22d350,40-4735438,84-1662142,67183275fc13ae41dd22d351,2/22/2024,$11.80
67183275fc13ae41dd22d352,17-7539726,39-5821586,67183275fc13ae41dd22d353,10/19/2024,$29.55
67183275fc13ae41dd22d354,03-7345325,79-7546834,67183275fc13ae41dd22d355,7/13/2024,$34.12
67183275fc13ae41dd22d356,19-3968787,39-0660048,67183275fc13ae41dd22d357,1/1/2024,$31.50
67183275fc13ae41dd22d358,01-9162055,42-8389981,67183275fc13ae41dd22d359,2/6/2024,$19.85
67183275fc13ae41dd22d35a,93-4508206,89-1932481,67183275fc13ae41dd22d35b,4/7/2024,$30.78
67183275fc13ae41dd22d35c,81-6769547,83-0467159,67183275fc13ae41dd22d35d,8/6/2024,$90.86
67183275fc13ae41dd22d35e,23-0740746,43-0938361,67183275fc13ae41dd22d35f,7/28/2024,$49.91
67183275fc13ae41dd22d360,27-7431987,98-4598611,67183275fc13ae41dd22d361,4/19/2024,$9.77
67183275fc13ae41dd22d362,31-0076637,23-8319383,67183275fc13ae41dd22d363,1/10/2024,$56.60
67183275fc13ae41dd22d364,48-8714587,39-5931507,67183275fc13ae41dd22d365,9/30/2024,$28.08
67183275fc13ae41dd22d366,42-9024086,72-2550545,67183275fc13ae41dd22d367,3/7/2024,$32.02
67183275fc13ae41dd22d368,67-8013839,15-7579496,67183275fc13ae41dd22d369,4/20/2024,$7.98
67183275fc13ae41dd22d36a,60-8071200,14-0817441,67183275fc13ae41dd22d36b,6/24/2024,$54.26
67183275fc13ae41dd22d36c,26-4675228,00-8329955,67183275fc13ae41dd22d36d,2/5/2024,$62.88
67183275fc13ae41dd22d36e,76-8281894,05-0150627,67183275fc13ae41dd22d36f,5/10/2024,$50.59
67183275fc13ae41dd22d370,22-6484970,76-6272399,67183275fc13ae41dd22d371,5/4/2024,$11.65
67183275fc13ae41dd22d372,84-2954981,83-5473763,67183275fc13ae41dd22d373,7/22/2024,$4.08
67183275fc13ae41dd22d374,69-2379900,90-8989634,67183275fc13ae41dd22d375,2/8/2024,$84.00
67183275fc13ae41dd22d376,72-2047090,88-3729322,67183275fc13ae41dd22d377,4/27/2024,$32.21
67183275fc13ae41dd22d378,68-4020295,49-7447313,67183275fc13ae41dd22d379,5/13/2024,$11.53
67183275fc13ae41dd22d37a,95-5287315,75-2486565,67183275fc13ae41dd22d37b,6/13/2024,$5.33
67183275fc13ae41dd22d37c,62-6910723,20-9110874,67183275fc13ae41dd22d37d,9/29/2024,$76.52
67183275fc13ae41dd22d37e,39-9511193,83-0394837,67183275fc13ae41dd22d37f,6/21/2024,$57.30
67183275fc13ae41dd22d380,61-3890448,36-8725457,67183275fc13ae41dd22d381,6/7/2024,$85.93
67183275fc13ae41dd22d382,04-9499038,95-2348835,67183275fc13ae41dd22d383,9/27/2024,$55.09
67183275fc13ae41dd22d384,02-5982216,45-2937223,67183275fc13ae41dd22d385,11/26/2023,$36.11
67183275fc13ae41dd22d386,11-4153940,84-8240249,67183275fc13ae41dd22d387,3/4/2024,$80.56
67183275fc13ae41dd22d388,74-8221435,28-7316683,67183275fc13ae41dd22d389,9/26/2024,$55.98
67183275fc13ae41dd22d38a,83-2802295,55-3853232,67183275fc13ae41dd22d38b,10/8/2024,$26.80
67183275fc13ae41dd22d38c,70-1162136,66-7169792,67183275fc13ae41dd22d38d,4/8/2024,$59.98
67183275fc13ae41dd22d38e,38-4786271,79-0139218,67183275fc13ae41dd22d38f,5/12/2024,$33.55
67183275fc13ae41dd22d390,86-3595374,29-3897464,67183275fc13ae41dd22d391,2/12/2024,$73.34
67183275fc13ae41dd22d392,43-3443635,06-2659786,67183275fc13ae41dd22d393,3/21/2024,$21.77
67183275fc13ae41dd22d394,52-5883682,46-1278259,67183275fc13ae41dd22d395,10/2/2024,$84.56
67183275fc13ae41dd22d396,49-3115125,46-9932259,67183275fc13ae41dd22d397,10/20/2024,$60.10
67183275fc13ae41dd22d398,65-2321914,33-5877885,67183275fc13ae41dd22d399,12/19/2023,$81.75
67183275fc13ae41dd22d39a,62-4373178,96-5500401,67183275fc13ae41dd22d39b,3/20/2024,$50.28
67183275fc13ae41dd22d39c,06-5642760,07-2487193,67183275fc13ae41dd22d39d,10/20/2024,$0.93
67183275fc13ae41dd22d39e,91-9836595,43-8269180,67183275fc13ae41dd22d39f,12/29/2023,$26.15
67183275fc13ae41dd22d3a0,73-5589651,82-6403777,67183275fc13ae41dd22d3a1,11/27/2023,$35.68
67183275fc13ae41dd22d3a2,16-5400986,12-7215888,67183275fc13ae41dd22d3a3,1/6/2024,$46.35
67183275fc13ae41dd22d3a4,84-7831502,13-1362796,67183275fc13ae41dd22d3a5,12/25/2023,$59.99
67183275fc13ae41dd22d3a6,59-8370474,59-0329584,67183275fc13ae41dd22d3a7,6/15/2024,$82.08
67183275fc13ae41dd22d3a8,64-7473512,61-2843736,67183275fc13ae41dd22d3a9,8/13/2024,$70.29
67183275fc13ae41dd22d3aa,49-2573309,42-6246060,67183275fc13ae41dd22d3ab,10/6/2024,$85.49
